"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"253"	"ASIA489"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate advanced research and argumentation skills, identify relevant research questions and answer these questions within appropriate methodological frameworks and using appropriate research;, 2-present research findings effectively in both verbal and written forms and to manage a long-term project;, 3-demonstrate enhanced skills in critical thinking and communication, 4-assess and analyse proficiently aspects of the societies and cultures studied."
"254"	"ASIA591"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"255"	"ASIA690"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"514"	"CHIN100"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"515"	"CHIN101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Converse at an elementary level about matters of general nature,, 2-Acquire an active knowledge (writing, reading, pronunciation and meaning) of approx. 150 Chinese characters (simplified),, 3-Recognise and appropriately apply elementary grammar of modern Chinese language,, 4-Gain a basic understanding of aspects of Chinese culture, including the structure and history of Chinese characters."
"516"	"CHIN101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Converse at an elementary level about matters of general nature,, 2-Acquire an active knowledge (writing, reading, pronunciation and meaning) of approx. 150 Chinese characters (simplified),, 3-Recognise and appropriately apply elementary grammar of modern Chinese language,, 4-Gain a basic understanding of aspects of Chinese culture, including the structure and history of Chinese characters."
"517"	"CHIN101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Converse at an elementary level about matters of general nature,, 2-Acquire an active knowledge (writing, reading, pronunciation and meaning) of approx. 150 Chinese characters (simplified),, 3-Recognise and appropriately apply elementary grammar of modern Chinese language,, 4-Gain a basic understanding of aspects of Chinese culture, including the structure and history of Chinese characters."
"518"	"CHIN102"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Progress to more advanced study of Chinese with confidence, 2-Display an elementary competence in Chinese, including listening, speaking, reading and writing skills, 3-Demonstrate basic understanding of aspects of Chinese culture, and the structure and history of Chinese characters, 4-Show an active knowledge of about 350 Chinese characters (simplified)"
"519"	"CHIN102"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Progress to more advanced study of Chinese with confidence, 2-Display an elementary competence in Chinese, including listening, speaking, reading and writing skills, 3-Demonstrate basic understanding of aspects of Chinese culture, and the structure and history of Chinese characters, 4-Show an active knowledge of about 350 Chinese characters (simplified)"
"520"	"CHIN112"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Acquire a general understanding of the development of traditional Chinese civilisation;_x000D_
&nbsp;, 2-Bring the perceptions gained from these understandings to bear on a numbers of specific topics in the field of Chinese civilisation;_x000D_
&nbsp;, 3-Demonstrate the ability to engage in critical thinking;_x000D_
&nbsp;, 4-Demonstrate skills in formulating arguments and an enhanced ability to effectively present ideas both orally and in written form."
"521"	"CHIN200"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"522"	"CHIN201"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-communicate orally in Chinese about basic social needs in a Mandarin (Putonghua) speaking environment;, 2-compose and understand simple messages in modern standard Chinese;, 3-demonstrate certain knowledge about Chinese language and culture, especially aspects focused by the text book;, 4-present some insights into various aspects of contemporary Chinese society and culture."
"523"	"CHIN202"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-communicate orally in Chinese about basic social needs in a Mandarin (Putonghua) speaking environment;, 2-compose and understand simple texts in Modern Standard Chinese;, 3-demonstrate certain knowledge about Chinese language and culture, especially aspects on which focused the text book focuses;, 4-present insight into various aspects of contemporary Chinese society and culture."
"524"	"CHIN213"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate familiarity with&nbsp;works of&nbsp;Chinese&nbsp;literature&nbsp;and film&nbsp;and&nbsp;related&nbsp;issues of&nbsp;genre,&nbsp;aesthetics,&nbsp;translation and&nbsp;reception&nbsp;&nbsp;, 2-discuss&nbsp;key&nbsp;issues of&nbsp;Chinese&nbsp;traditional and contemporary culture and society&nbsp;through close reading and critical analysis of&nbsp;literature and&nbsp;film&nbsp;, 3-demonstrate&nbsp;critical thinking, writing&nbsp;and&nbsp;research&nbsp;skills&nbsp;by engaging with secondary sources on&nbsp;Chinese literature&nbsp;and film."
"525"	"CHIN300"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"526"	"CHIN301"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-obtain a grammatical grounding in the language for more advanced study of Chinese, 2-read and translate authentic Chinese material of intermediate level, 3-write a short passage in Chinese with proper sentence structures and correct words and phrases, 4-communicate relatively complex ideas in Mandarin Chinese, 5-understand intermediate Chinese audio material on similar topics to the texts of Lessons 27-32."
"527"	"CHIN302"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-read and translate authentic Chinese material of advanced intermediate level, 2-write a short passage in Chinese with proper sentence structures and correct words and phrases, 3-be capable of communicating relatively complex ideas in Mandarin Chinese, 4-understand advanced intermediate Chinese audio material on similar topics to the texts of Lessons 33-38."
